id,alias,name,image_url,is_closed,url,review_count,categories,rating,coordinates,transactions,price,location,phone,display_phone,distance,latitude,longitude
6r7uo8AcCUOGbHf3sw-bKA,capri-mendoza,Capri,https://s3-media4.fl.yelpcdn.com/bphoto/FQGTdkjLckpLtcI9DngyPw/o.jpg,False,https://www.yelp.com/biz/capri-mendoza?adjust_creative=vC3cnbbr7GFEW4B7uvET4A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vC3cnbbr7GFEW4B7uvET4A,6,"[{'alias': 'pizza', 'title': 'Pizza'}]",3.5,"{'latitude': -32.888732, 'longitude': -68.836749}",[],$,"{'address1': 'Lavalle 109', 'address2': None, 'address3': None, 'city': 'Mendoza', 'zip_code': None, 'country': 'AR', 'state': 'M', 'display_address': ['Lavalle 109', 'Mendoza', 'Argentina']}",+542614254245,+54 261 425-4245,871.2177875110536,-32.8938219,-68.8296553
mifIh0QGoSFC9r12ji8qsg,beirut-mendoza,Beirut,https://s3-media3.fl.yelpcdn.com/bphoto/ZP3UVEg3jsjpaqnFhbo5kg/o.jpg,False,https://www.yelp.com/biz/beirut-mendoza?adjust_creative=vC3cnbbr7GFEW4B7uvET4A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vC3cnbbr7GFEW4B7uvET4A,3,"[{'alias': 'gastropubs', 'title': 'Gastropubs'}, {'alias': 'tapas', 'title': 'Tapas Bars'}]",3.5,"{'latitude': -32.8931611554301, 'longitude': -68.8383143395185}",[],,"{'address1': 'Av. Alem S/N', 'address2': '', 'address3': '', 'city': 'Mendoza', 'zip_code': '', 'country': 'AR', 'state': 'M', 'display_address': ['Av. Alem S/N', 'Mendoza', 'Argentina']}",,,811.8106863994052,-32.8938219,-68.8296553
Jm41vE0K5QzqDv7pPHA2yw,trevi-mendoza,Trevi,https://s3-media2.fl.yelpcdn.com/bphoto/_V5ZktGQ52-Ln9kge279Tw/o.jpg,False,https://www.yelp.com/biz/trevi-mendoza?adjust_creative=vC3cnbbr7GFEW4B7uvET4A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vC3cnbbr7GFEW4B7uvET4A,1,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'mediterranean', 'title': 'Mediterranean'}]",4.0,"{'latitude': -32.8863845009289, 'longitude': -68.8390122622542}",[],,"{'address1': 'Av. las Heras 68', 'address2': '', 'address3': None, 'city': 'Mendoza', 'zip_code': 'M5500', 'country': 'AR', 'state': 'M', 'display_address': ['Av. las Heras 68', 'M5500 Mendoza', 'Argentina']}",+542614233195,+54 261 423-3195,1203.0127281134255,-32.8938219,-68.8296553
LXFDMX8gNy7Zgf05O73EkA,bianco-y-nero-mendoza,Bianco & Nero,https://s3-media4.fl.yelpcdn.com/bphoto/tl5A8H4QDaFkqPu5Pmk33Q/o.jpg,False,https://www.yelp.com/biz/bianco-y-nero-mendoza?adjust_creative=vC3cnbbr7GFEW4B7uvET4A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vC3cnbbr7GFEW4B7uvET4A,1,"[{'alias': 'cafeteria', 'title': 'Cafeteria'}, {'alias': 'desserts', 'title': 'Desserts'}]",3.0,"{'latitude': -32.8906279461834, 'longitude': -68.8400983437896}",[],,"{'address1': 'Paseo Sarmiento 50', 'address2': '', 'address3': '', 'city': 'Mendoza', 'zip_code': '', 'country': 'AR', 'state': 'M', 'display_address': ['Paseo Sarmiento 50', 'Mendoza', 'Argentina']}",+542614205237,+54 261 420-5237,1037.7278007117184,-32.8938219,-68.8296553
Wo1nZCU2b_nAnLDatXJTUw,setter-mendoza,Setter,https://s3-media2.fl.yelpcdn.com/bphoto/9Z4vsiUePUPWf08ysb2qaQ/o.jpg,False,https://www.yelp.com/biz/setter-mendoza?adjust_creative=vC3cnbbr7GFEW4B7uvET4A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vC3cnbbr7GFEW4B7uvET4A,1,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'cafeteria', 'title': 'Cafeteria'}]",2.0,"{'latitude': -32.8898970801746, 'longitude': -68.8391491770744}",[],,"{'address1': 'Av. San Martin 1184', 'address2': '', 'address3': '', 'city': 'Mendoza', 'zip_code': 'M5500', 'country': 'AR', 'state': 'M', 'display_address': ['Av. San Martin 1184', 'M5500 Mendoza', 'Argentina']}",+542614234049,+54 261 423-4049,988.0500285786154,-32.8938219,-68.8296553
2EYE2CvH0qCIBJIDKCP9Hg,pizzeria-zitto-mendoza,Pizzeria Zitto,https://s3-media1.fl.yelpcdn.com/bphoto/c132D63BVj1bAHpbl4Pfnw/o.jpg,False,https://www.yelp.com/biz/pizzeria-zitto-mendoza?adjust_creative=vC3cnbbr7GFEW4B7uvET4A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vC3cnbbr7GFEW4B7uvET4A,2,"[{'alias': 'pizza', 'title': 'Pizza'}]",1.0,"{'latitude': -32.8908043, 'longitude': -68.8395538}",[],$$,"{'address1': 'Paseo Sarmiento 2', 'address2': '', 'address3': '', 'city': 'Mendoza', 'zip_code': '', 'country': 'AR', 'state': 'M', 'display_address': ['Paseo Sarmiento 2', 'Mendoza', 'Argentina']}",+542614590669,+54 261 459-0669,977.615142473649,-32.8938219,-68.8296553
z9uRwlbdCMlODsfmvNxJTQ,pizzeria-sabor-mendoza,Pizzeria Sabor,,False,https://www.yelp.com/biz/pizzeria-sabor-mendoza?adjust_creative=vC3cnbbr7GFEW4B7uvET4A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vC3cnbbr7GFEW4B7uvET4A,1,"[{'alias': 'pizza', 'title': 'Pizza'}]",5.0,"{'latitude': -32.960304, 'longitude': -68.857254}",[],,"{'address1': 'Francia 370', 'address2': None, 'address3': None, 'city': 'Mendoza', 'zip_code': None, 'country': 'AR', 'state': 'M', 'display_address': ['Francia 370', 'Mendoza', 'Argentina']}",+542614390295,+54 261 439-0295,938.7809373923795,-32.9523902,-68.8537488
TXUsjMU2sB6x97trUqAtbw,montecatini-godoy-cruz,Montecatini,https://s3-media2.fl.yelpcdn.com/bphoto/I8lVsNwdRpwVgXIGIpd2EQ/o.jpg,False,https://www.yelp.com/biz/montecatini-godoy-cruz?adjust_creative=vC3cnbbr7GFEW4B7uvET4A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vC3cnbbr7GFEW4B7uvET4A,2,"[{'alias': 'signature_cuisine', 'title': 'Signature Cuisine'}, {'alias': 'italian', 'title': 'Italian'}]",3.0,"{'latitude': -32.955144, 'longitude': -68.858599}",[],,"{'address1': 'Palmares Open Mall', 'address2': 'Av. San Martín Sur 2875', 'address3': '', 'city': 'Godoy Cruz', 'zip_code': '5501', 'country': 'AR', 'state': 'M', 'display_address': ['Palmares Open Mall', 'Av. San Martín Sur 2875', '5501 Godoy Cruz', 'Argentina']}",+542614401097,+54 261 440-1097,546.4078607944753,-32.9523902,-68.8537488
usB-DT61qYrtqUc4NWXleA,zitto-godoy-cruz,Zitto,https://s3-media1.fl.yelpcdn.com/bphoto/TORus8zp-HC3wCJt03EEKA/o.jpg,False,https://www.yelp.com/biz/zitto-godoy-cruz?adjust_creative=vC3cnbbr7GFEW4B7uvET4A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vC3cnbbr7GFEW4B7uvET4A,2,"[{'alias': 'italian', 'title': 'Italian'}]",2.5,"{'latitude': -32.9556163540776, 'longitude': -68.8595207064937}",[],$$,"{'address1': 'Ruta Panamericana', 'address2': '', 'address3': '', 'city': 'Godoy Cruz', 'zip_code': '', 'country': 'AR', 'state': 'M', 'display_address': ['Ruta Panamericana', 'Godoy Cruz', 'Argentina']}",+542614139150,+54 261 413-9150,647.0844236083669,-32.9523902,-68.8537488
_dxyTdJ_XGNlxvSFGkoe5g,omoi-sushi-nikkei-mendoza,Omoi Sushi Nikkei,https://s3-media4.fl.yelpcdn.com/bphoto/iuwl3XkxtAObnEQlE0bw0w/o.jpg,False,https://www.yelp.com/biz/omoi-sushi-nikkei-mendoza?adjust_creative=vC3cnbbr7GFEW4B7uvET4A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vC3cnbbr7GFEW4B7uvET4A,0,"[{'alias': 'nikkei', 'title': 'Nikkei'}, {'alias': 'sushi', 'title': 'Sushi Bars'}]",0.0,"{'latitude': -32.955622, 'longitude': -68.860077}",[],,"{'address1': 'Centro Comercial Palmares', 'address2': 'Calle Godoy Cruz 2650', 'address3': '', 'city': 'Mendoza', 'zip_code': '', 'country': 'AR', 'state': 'M', 'display_address': ['Centro Comercial Palmares', 'Calle Godoy Cruz 2650', 'Mendoza', 'Argentina']}",+542614139363,+54 261 413-9363,691.2083735222262,-32.9523902,-68.8537488
8NIKcCXAXeHkR5VEbm798Q,date-el-gusto-godoy-cruz,Date El Gusto,,False,https://www.yelp.com/biz/date-el-gusto-godoy-cruz?adjust_creative=vC3cnbbr7GFEW4B7uvET4A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vC3cnbbr7GFEW4B7uvET4A,0,"[{'alias': 'pizza', 'title': 'Pizza'}]",0.0,"{'latitude': -32.9485597, 'longitude': -68.8606998}",[],,"{'address1': 'Laguna Guanacache 1277', 'address2': None, 'address3': None, 'city': 'Godoy Cruz', 'zip_code': '5501', 'country': 'AR', 'state': 'M', 'display_address': ['Laguna Guanacache 1277', '5501 Godoy Cruz', 'Argentina']}",+5492616104542,+54 9 261 610-4542,778.0951880583093,-32.9523902,-68.8537488
Y2bdAnd7TsB5x_jFmIa3vw,pizzeria-caren-godoy-cruz,Pizzeria Caren,,False,https://www.yelp.com/biz/pizzeria-caren-godoy-cruz?adjust_creative=vC3cnbbr7GFEW4B7uvET4A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vC3cnbbr7GFEW4B7uvET4A,0,"[{'alias': 'pizza', 'title': 'Pizza'}]",0.0,"{'latitude': -32.946632, 'longitude': -68.862523}",[],,"{'address1': 'Lago Hermoso 1447', 'address2': None, 'address3': None, 'city': 'Godoy Cruz', 'zip_code': None, 'country': 'AR', 'state': 'M', 'display_address': ['Lago Hermoso 1447', 'Godoy Cruz', 'Argentina']}",+542614400558,+54 261 440-0558,1039.3517128515243,-32.9523902,-68.8537488
GcGfEYzIMtYoqMVfgnyLdA,la-posta-pizza-godoy-cruz,la Posta Pizza,https://s3-media4.fl.yelpcdn.com/bphoto/cjCanaNS5Cg1uVwGBL8Bhg/o.jpg,False,https://www.yelp.com/biz/la-posta-pizza-godoy-cruz?adjust_creative=vC3cnbbr7GFEW4B7uvET4A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vC3cnbbr7GFEW4B7uvET4A,0,"[{'alias': 'pizza', 'title': 'Pizza'}]",0.0,"{'latitude': -32.949079, 'longitude': -68.856256}",[],,"{'address1': 'J V González 2354', 'address2': None, 'address3': None, 'city': 'Godoy Cruz', 'zip_code': None, 'country': 'AR', 'state': 'M', 'display_address': ['J V González 2354', 'Godoy Cruz', 'Argentina']}",+542614392823,+54 261 439-2823,436.2237610214135,-32.9523902,-68.8537488
yzEcvEwRqDlBrZgsBwI1uQ,las-chapas-restó-bar-mendoza,Las Chapas Restó Bar,https://s3-media3.fl.yelpcdn.com/bphoto/jceD5vIR3GyIFaIAMhzZdg/o.jpg,False,https://www.yelp.com/biz/las-chapas-rest%C3%B3-bar-mendoza?adjust_creative=vC3cnbbr7GFEW4B7uvET4A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vC3cnbbr7GFEW4B7uvET4A,0,"[{'alias': 'bistros', 'title': 'Bistros'}, {'alias': 'pubs', 'title': 'Pubs'}]",0.0,"{'latitude': -32.954979, 'longitude': -68.858948}",[],,"{'address1': 'Centro Commercial Palmares', 'address2': 'Carretera Nacional Panamericana 2650', 'address3': '', 'city': 'Mendoza', 'zip_code': '5501', 'country': 'AR', 'state': 'M', 'display_address': ['Centro Commercial Palmares', 'Carretera Nacional Panamericana 2650', '5501 Mendoza', 'Argentina']}",+542614139344,+54 261 413-9344,564.0883786143746,-32.9523902,-68.8537488
xnBpy0UoQGS8BjkTG7VcXw,vicentino-godoy-cruz,Vicentino,https://s3-media4.fl.yelpcdn.com/bphoto/-EfZN2KobH7Bl4h6grB9LQ/o.jpg,False,https://www.yelp.com/biz/vicentino-godoy-cruz?adjust_creative=vC3cnbbr7GFEW4B7uvET4A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vC3cnbbr7GFEW4B7uvET4A,1,"[{'alias': 'argentine', 'title': 'Argentine'}]",5.0,"{'latitude': -32.9077441656055, 'longitude': -68.8437530942462}",[],,"{'address1': 'Av. San Martín 1665', 'address2': '', 'address3': '', 'city': 'Godoy Cruz', 'zip_code': 'M5501', 'country': 'AR', 'state': 'M', 'display_address': ['Av. San Martín 1665', 'M5501 Godoy Cruz', 'Argentina']}",+542615351447,+54 261 535-1447,1178.705971304149,-32.9163148,-68.8511836
6dgTzq4vxEKrBhCAjMZkqQ,1884-restaurant-godoy-cruz,1884 Restaurant,https://s3-media2.fl.yelpcdn.com/bphoto/VOm89qo6UwkMc5TIOROoPQ/o.jpg,False,https://www.yelp.com/biz/1884-restaurant-godoy-cruz?adjust_creative=vC3cnbbr7GFEW4B7uvET4A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vC3cnbbr7GFEW4B7uvET4A,38,"[{'alias': 'argentine', 'title': 'Argentine'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}, {'alias': 'catering', 'title': 'Caterers'}]",4.0,"{'latitude': -32.912130117608, 'longitude': -68.8432094526124}",[],$$$$,"{'address1': 'Belgrano 1188', 'address2': '', 'address3': '', 'city': 'Godoy Cruz', 'zip_code': '5501', 'country': 'AR', 'state': 'M', 'display_address': ['Belgrano 1188', '5501 Godoy Cruz', 'Argentina']}",+542614243336,+54 261 424-3336,877.8305050619223,-32.9163148,-68.8511836
V7WZRth2JW8HfYVxPlbB7Q,alice-food-mendoza,Alice Food,https://s3-media2.fl.yelpcdn.com/bphoto/lCTJvNqH169c2ks5c5nHrg/o.jpg,False,https://www.yelp.com/biz/alice-food-mendoza?adjust_creative=vC3cnbbr7GFEW4B7uvET4A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vC3cnbbr7GFEW4B7uvET4A,2,"[{'alias': 'vegan', 'title': 'Vegan'}, {'alias': 'vegetarian', 'title': 'Vegetarian'}]",4.0,"{'latitude': -32.908732, 'longitude': -68.851174}",[],$$,"{'address1': 'Tte Coronel Beltrán Norte 1445', 'address2': None, 'address3': '', 'city': 'Mendoza', 'zip_code': '5501', 'country': 'AR', 'state': 'M', 'display_address': ['Tte Coronel Beltrán Norte 1445', '5501 Mendoza', 'Argentina']}",+542614241662,+54 261 424-1662,843.1684308239161,-32.9163148,-68.8511836
AgWRtRVIPr0p67HsvHZTlA,la-hacienda-quilmes,La Hacienda,,False,https://www.yelp.com/biz/la-hacienda-quilmes?adjust_creative=vC3cnbbr7GFEW4B7uvET4A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vC3cnbbr7GFEW4B7uvET4A,1,"[{'alias': 'sandwiches', 'title': 'Sandwiches'}]",3.0,"{'latitude': -32.9125848983665, 'longitude': -68.8405268266797}",[],,"{'address1': 'Alvear 341', 'address2': '', 'address3': '', 'city': 'Quilmes', 'zip_code': 'M5504AJC', 'country': 'AR', 'state': 'M', 'display_address': ['Alvear 341', 'M5504AJC Quilmes', 'Argentina']}",,,1077.7654891700577,-32.9163148,-68.8511836
ewVxbf6fHbjjsWJVXtwC5w,mcdonalds-godoy-cruz,McDonald's,https://s3-media2.fl.yelpcdn.com/bphoto/vnbtRI5lwjiyBiF6VeU6FQ/o.jpg,False,https://www.yelp.com/biz/mcdonalds-godoy-cruz?adjust_creative=vC3cnbbr7GFEW4B7uvET4A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vC3cnbbr7GFEW4B7uvET4A,1,"[{'alias': 'burgers', 'title': 'Burgers'}]",1.0,"{'latitude': -32.9118416, 'longitude': -68.8450341}",[],,"{'address1': 'Av. San Martín 1202', 'address2': '', 'address3': None, 'city': 'Godoy Cruz', 'zip_code': '5501', 'country': 'AR', 'state': 'M', 'display_address': ['Av. San Martín 1202', '5501 Godoy Cruz', 'Argentina']}",+542613524841,+54 261 352-4841,771.7803312102402,-32.9163148,-68.8511836
uB82pkZ-hVp77uXGQ3yaTg,paris-burger-godoy-cruz,Paris Burger,https://s3-media3.fl.yelpcdn.com/bphoto/vWzKShVACGKyIV_pxeZbsQ/o.jpg,False,https://www.yelp.com/biz/paris-burger-godoy-cruz?adjust_creative=vC3cnbbr7GFEW4B7uvET4A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vC3cnbbr7GFEW4B7uvET4A,2,"[{'alias': 'burgers', 'title': 'Burgers'}]",5.0,"{'latitude': -32.9035383, 'longitude': -68.8636984}",[],,"{'address1': 'Godoy Cruz 1705', 'address2': '', 'address3': None, 'city': 'Godoy Cruz', 'zip_code': 'M5504', 'country': 'AR', 'state': 'M', 'display_address': ['Godoy Cruz 1705', 'M5504 Godoy Cruz', 'Argentina']}",,,917.5656068685056,-32.9228551,-68.839564
ZN407XJPzH00WwuEUkYLLg,la-candela-restaurante-godoy-cruz,la Candela Restaurante,,False,https://www.yelp.com/biz/la-candela-restaurante-godoy-cruz?adjust_creative=vC3cnbbr7GFEW4B7uvET4A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vC3cnbbr7GFEW4B7uvET4A,0,"[{'alias': 'restaurants', 'title': 'Restaurants'}]",0.0,"{'latitude': -32.917782, 'longitude': -68.832092}",[],,"{'address1': 'Avenida San Martín 1721', 'address2': None, 'address3': None, 'city': 'Godoy Cruz', 'zip_code': None, 'country': 'AR', 'state': 'M', 'display_address': ['Avenida San Martín 1721', 'Godoy Cruz', 'Argentina']}",+542614246464,+54 261 424-6464,897.0108681448576,-32.9228551,-68.839564
RH8raIxD3K5l4lggRNx5Sg,quattro-staggione-mendoza,Quattro Staggione,,False,https://www.yelp.com/biz/quattro-staggione-mendoza?adjust_creative=vC3cnbbr7GFEW4B7uvET4A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vC3cnbbr7GFEW4B7uvET4A,0,"[{'alias': 'pizza', 'title': 'Pizza'}]",0.0,"{'latitude': -32.92578, 'longitude': -68.848726}",[],,"{'address1': 'Avenida San Martín 8075', 'address2': None, 'address3': None, 'city': 'Mendoza', 'zip_code': None, 'country': 'AR', 'state': 'M', 'display_address': ['Avenida San Martín 8075', 'Mendoza', 'Argentina']}",+542614364246,+54 261 436-4246,914.9014183521647,-32.9228551,-68.839564
CaYO1wLwpS-oJCW3Ca2zPQ,parrillada-chacabuco-godoy-cruz,Parrillada Chacabuco,,False,https://www.yelp.com/biz/parrillada-chacabuco-godoy-cruz?adjust_creative=vC3cnbbr7GFEW4B7uvET4A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vC3cnbbr7GFEW4B7uvET4A,0,"[{'alias': 'restaurants', 'title': 'Restaurants'}]",0.0,"{'latitude': -32.917102, 'longitude': -68.847396}",[],,"{'address1': 'Chacabuco 101', 'address2': None, 'address3': None, 'city': 'Godoy Cruz', 'zip_code': None, 'country': 'AR', 'state': 'M', 'display_address': ['Chacabuco 101', 'Godoy Cruz', 'Argentina']}",+542614242249,+54 261 424-2249,971.4197493077431,-32.9228551,-68.839564
JJaqaLcD7pzHAPJ8tPo_Nw,loermanos-manduca-godoy-cruz,Loermanos Manduca,,False,https://www.yelp.com/biz/loermanos-manduca-godoy-cruz?adjust_creative=vC3cnbbr7GFEW4B7uvET4A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vC3cnbbr7GFEW4B7uvET4A,0,"[{'alias': 'restaurants', 'title': 'Restaurants'}]",0.0,"{'latitude': -32.917782, 'longitude': -68.832092}",[],,"{'address1': 'Rodríguez Peña 2700', 'address2': None, 'address3': None, 'city': 'Godoy Cruz', 'zip_code': None, 'country': 'AR', 'state': 'M', 'display_address': ['Rodríguez Peña 2700', 'Godoy Cruz', 'Argentina']}",+542614320770,+54 261 432-0770,897.0108681448576,-32.9228551,-68.839564
lC-D4yszrnHpDmzpoZP1QQ,scala-pizzeria-sandwicheria-godoy-cruz,Scala-Pizzeria-Sandwicheria,,False,https://www.yelp.com/biz/scala-pizzeria-sandwicheria-godoy-cruz?adjust_creative=vC3cnbbr7GFEW4B7uvET4A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vC3cnbbr7GFEW4B7uvET4A,0,"[{'alias': 'pizza', 'title': 'Pizza'}]",0.0,"{'latitude': -32.915359, 'longitude': -68.846044}",[],,"{'address1': 'San Martín 898', 'address2': None, 'address3': None, 'city': 'Godoy Cruz', 'zip_code': None, 'country': 'AR', 'state': 'M', 'display_address': ['San Martín 898', 'Godoy Cruz', 'Argentina']}",+542614221443,+54 261 422-1443,1029.860533392513,-32.9228551,-68.839564
c1tUcZQ4jgyrxSCCU4UzeA,matias-parrillada-godoy-cruz,Matias - Parrillada,,False,https://www.yelp.com/biz/matias-parrillada-godoy-cruz?adjust_creative=vC3cnbbr7GFEW4B7uvET4A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vC3cnbbr7GFEW4B7uvET4A,0,"[{'alias': 'restaurants', 'title': 'Restaurants'}]",0.0,"{'latitude': -32.929956, 'longitude': -68.849939}",[],,"{'address1': 'San Martín Sur 520', 'address2': None, 'address3': None, 'city': 'Godoy Cruz', 'zip_code': None, 'country': 'AR', 'state': 'M', 'display_address': ['San Martín Sur 520', 'Godoy Cruz', 'Argentina']}",+542614224152,+54 261 422-4152,1249.4457959967613,-32.9228551,-68.839564
YnCkngfNMi_YZUxC5XHC3A,bombal-pizza-resto-y-bar-godoy-cruz,Bombal Pizza - Resto & Bar,,False,https://www.yelp.com/biz/bombal-pizza-resto-y-bar-godoy-cruz?adjust_creative=vC3cnbbr7GFEW4B7uvET4A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vC3cnbbr7GFEW4B7uvET4A,0,"[{'alias': 'pizza', 'title': 'Pizza'}]",0.0,"{'latitude': -32.917782, 'longitude': -68.832092}",[],,"{'address1': 'Fray L Beltrán 2005', 'address2': None, 'address3': None, 'city': 'Godoy Cruz', 'zip_code': None, 'country': 'AR', 'state': 'M', 'display_address': ['Fray L Beltrán 2005', 'Godoy Cruz', 'Argentina']}",+542614249800,+54 261 424-9800,897.0108681448576,-32.9228551,-68.839564
F8Zf_b1AWMuNkYfDjftMFw,las-negras-restaurante-catering-godoy-cruz,Las Negras Restaurante ? Catering,,False,https://www.yelp.com/biz/las-negras-restaurante-catering-godoy-cruz?adjust_creative=vC3cnbbr7GFEW4B7uvET4A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vC3cnbbr7GFEW4B7uvET4A,0,"[{'alias': 'restaurants', 'title': 'Restaurants'}]",0.0,"{'latitude': -32.917782, 'longitude': -68.832092}",[],,"{'address1': 'Pasteur 177', 'address2': None, 'address3': None, 'city': 'Godoy Cruz', 'zip_code': None, 'country': 'AR', 'state': 'M', 'display_address': ['Pasteur 177', 'Godoy Cruz', 'Argentina']}",+542614240008,+54 261 424-0008,897.0108681448576,-32.9228551,-68.839564
EuVG8YRvW9zDGb5hx7SOpg,gula-gula-la-pizza-delivery-godoy-cruz,Gula Gula - la Pizza - Delivery,,False,https://www.yelp.com/biz/gula-gula-la-pizza-delivery-godoy-cruz?adjust_creative=vC3cnbbr7GFEW4B7uvET4A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vC3cnbbr7GFEW4B7uvET4A,0,"[{'alias': 'pizza', 'title': 'Pizza'}]",0.0,"{'latitude': -32.917782, 'longitude': -68.832092}",[],,"{'address1': 'Panamericana 2265', 'address2': None, 'address3': None, 'city': 'Godoy Cruz', 'zip_code': None, 'country': 'AR', 'state': 'M', 'display_address': ['Panamericana 2265', 'Godoy Cruz', 'Argentina']}",+542614399990,+54 261 439-9990,897.0108681448576,-32.9228551,-68.839564
YPOcmkphbabtb2MO9Zc14A,don-coco-bodegón-mendoza,Don Coco Bodegón,https://s3-media2.fl.yelpcdn.com/bphoto/ZqSxJixBxmdUWDOyS1uYmA/o.jpg,False,https://www.yelp.com/biz/don-coco-bodeg%C3%B3n-mendoza?adjust_creative=vC3cnbbr7GFEW4B7uvET4A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vC3cnbbr7GFEW4B7uvET4A,3,"[{'alias': 'argentine', 'title': 'Argentine'}]",4.5,"{'latitude': -32.8698733426499, 'longitude': -68.8394013047218}",[],$$,"{'address1': 'Felix Bogado 401', 'address2': '', 'address3': '', 'city': 'Mendoza', 'zip_code': '', 'country': 'AR', 'state': 'M', 'display_address': ['Felix Bogado 401', 'Mendoza', 'Argentina']}",+542614309419,+54 261 430-9419,376.19325236056494,-32.8706243,-68.8433289
lrun9tbFJxnr3YdqDe4k4A,la-paulina-pizzeria-delivery-mendoza,la Paulina Pizzeria - Delivery,,False,https://www.yelp.com/biz/la-paulina-pizzeria-delivery-mendoza?adjust_creative=vC3cnbbr7GFEW4B7uvET4A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vC3cnbbr7GFEW4B7uvET4A,0,"[{'alias': 'pizza', 'title': 'Pizza'}]",0.0,"{'latitude': -32.873981, 'longitude': -68.849019}",[],,"{'address1': 'Cnel Rodríguez 2406', 'address2': None, 'address3': None, 'city': 'Mendoza', 'zip_code': None, 'country': 'AR', 'state': 'M', 'display_address': ['Cnel Rodríguez 2406', 'Mendoza', 'Argentina']}",+542614299889,+54 261 429-9889,649.3854065599587,-32.8706243,-68.8433289
kW2ETQSLVc_t08dJIDRt8A,pizza-top-sandwichs-mendoza,Pizza Top Sandwichs,,False,https://www.yelp.com/biz/pizza-top-sandwichs-mendoza?adjust_creative=vC3cnbbr7GFEW4B7uvET4A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vC3cnbbr7GFEW4B7uvET4A,0,"[{'alias': 'pizza', 'title': 'Pizza'}]",0.0,"{'latitude': -32.869507, 'longitude': -68.833844}",[],,"{'address1': 'Avenida San Martín 2897', 'address2': None, 'address3': None, 'city': 'Mendoza', 'zip_code': None, 'country': 'AR', 'state': 'M', 'display_address': ['Avenida San Martín 2897', 'Mendoza', 'Argentina']}",+542614371717,+54 261 437-1717,894.4922489271963,-32.8706243,-68.8433289
I3yljXkYDFRAZ3TuObhC5w,la-barra-mendoza,La Barra,https://s3-media3.fl.yelpcdn.com/bphoto/gVwVZO9WKjBH1TopZ9CIqg/o.jpg,False,https://www.yelp.com/biz/la-barra-mendoza?adjust_creative=vC3cnbbr7GFEW4B7uvET4A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vC3cnbbr7GFEW4B7uvET4A,5,"[{'alias': 'argentine', 'title': 'Argentine'}]",5.0,"{'latitude': -32.8898057430266, 'longitude': -68.8501988335182}",[],$$$,"{'address1': 'Av.  Belgrano 1086', 'address2': '', 'address3': '', 'city': 'Mendoza', 'zip_code': '', 'country': 'AR', 'state': 'M', 'display_address': ['Av.  Belgrano 1086', 'Mendoza', 'Argentina']}",+541156541950,+54 11 5654-1950,946.6046518661337,-32.8912,-68.8602
